,zinc_id,smiles,Molecule Name,ROMol
1189,ZINC000019144226,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,N'-[5-amino-6-(3-methoxypropylamino)pyrimidin-4-yl]furan-2-carbohydrazide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE74A0>
1190,ZINC000019168887,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,N-[(Z)-[5-bromo-1-[(2-chlorophenyl)methyl]-2-oxoindol-3-ylidene]amino]-4-chlorobenzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7510>
1191,ZINC000000007601,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,2-phenylethyl 2-phenylacetate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7580>
1192,ZINC000000012346,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,2-methyl-1-(2-methylpropoxy)propane,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE75F0>
1193,ZINC000000014007,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,"4-imino-3-[(4-nitrophenyl)hydrazinylidene]-5-oxo-6-(phenylhydrazinylidene)naphthalene-2,7-disulfonic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7660>
1194,ZINC000036520252,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1-[[5-(dimethylsulfamoyl)thiophen-2-yl]methyl]-3-[3-(3-methylphenoxy)propyl]urea,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE76D0>
1195,ZINC000008015016,O=P(O)(O)CP(=O)(O)O,N-(2-methoxydibenzofuran-3-yl)-2-oxo-1H-quinoline-4-carboxamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7740>
1196,ZINC000008143864,O=C(NC[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(N(CCO)C(=O)CO)c1I,"1-benzyl-3-(pyrrolidin-1-ium-1-ylmethyl)imidazolidine-2,4,5-trione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE77B0>
1197,ZINC000008214402,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,"[2-(4-ethoxyanilino)-2-oxoethyl] 2-(2,5-difluorophenyl)sulfanylacetate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7820>
1198,ZINC000019144216,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,N'-[5-amino-6-(3-methoxypropylamino)pyrimidin-4-yl]-2-chlorobenzohydrazide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7890>
1199,ZINC000000014037,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,"2,5-bis(tert-butylperoxy)-2,5-dimethylhex-3-yne",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7900>
1200,ZINC000000014360,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1-chloro-4-[(4-chlorophenyl)disulfanyl]benzene,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7970>
1201,ZINC000000015515,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,4-acetyl-4-methylheptanedinitrile,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE79E0>
1202,ZINC000000035804,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6-O-(6-methylheptyl) 1-O-(8-methylnonyl) hexanedioate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7A50>
1203,ZINC000000643046,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,"(4R)-4-propan-2-yl-1,3-dioxolane",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7AC0>
1204,ZINC000000020257,Cc1cccc(C)c1OC[C@@H](C)N,"6-methoxy-1,2-diphenyl-3,4-dihydro-2H-naphthalen-1-ol",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7B30>
1205,ZINC000000020230,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,2-methoxyethyl(trimethyl)azanium,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7BA0>
1206,ZINC000000020250,C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,"2-chloro-1-(2,4-dichlorophenyl)ethanone",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7C10>
1207,ZINC000000601229,CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"N-[2-[2-(1-adamantyl)ethylamino]-1,1,1,3,3,3-hexafluoropropan-2-yl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7C80>
1208,ZINC000000601305,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,"1-[(2-hydroxyphenyl)methyl]-6-methoxy-1,2,3,4-tetrahydroisoquinolin-7-ol",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7CF0>
1209,ZINC000000004009,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7D60>
1210,ZINC000000004028,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,"icosa-5,8,11-trienoic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7DD0>
1211,ZINC000001530803,NC(=O)OCC(COC(N)=O)c1ccccc1,"N-(5-bromo-2-hydroxy-1-propan-2-ylindol-3-yl)imino-3,4-dimethoxybenzamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7E40>
1212,ZINC000004097416,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7EB0>
1213,ZINC000011680067,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,"(1R,2R)-2-(methoxymethyl)-1-phenylphospholane",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7F20>
1214,ZINC000218037687,CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(F)F)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE7F90>
1215,ZINC000001530806,CC[C@]1(C)CC(=O)NC1=O,"[4-[[(3,4-dimethoxybenzoyl)hydrazinylidene]methyl]-2-methoxyphenyl] 4-methylbenzoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6040>
1216,ZINC000001530638,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,[4-[(3S)-3-(hydroxymethyl)piperidine-1-carbonyl]phenyl]-[(3S)-3-(hydroxymethyl)piperidin-1-yl]methanone,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE60B0>
1217,ZINC000001530654,CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,"(4R)-4-(4-fluorophenyl)-2,7,7-trimethyl-3-(piperidine-1-carbonyl)-1,4,6,8-tetrahydroquinolin-5-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6120>
1218,ZINC000001530695,CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2,2-phenoxy-1-[4-(pyridine-4-carbonyl)piperazin-1-yl]ethanone,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6190>
1219,ZINC000001530701,CCCC(C)(COC(N)=O)COC(N)=O,1-benzyl-N-methyl-N-(2-pyridin-2-ylethyl)piperidin-4-amine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6200>
1220,ZINC000001530940,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,azepan-1-yl-[(3S)-1-(naphthalen-1-ylmethyl)piperidin-3-yl]methanone,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6270>
1221,ZINC000001530805,CC[C@@]1(C)CC(=O)NC1=O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE62E0>
1222,ZINC000001530951,CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,(4-benzylpiperidin-1-yl)-[(3R)-1-[(4-methylphenyl)methyl]piperidin-3-yl]methanone,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6350>
1223,ZINC000001530756,CCN(CC)CCNC(=O)c1ccc(N)cc1,N-[2-[(5-bromo-2-hydroxy-1H-indol-3-yl)diazenyl]-2-oxoethyl]-2-chlorobenzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE63C0>
1224,ZINC000001530762,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,2-bromo-N-[2-[(5-bromo-2-hydroxy-1H-indol-3-yl)diazenyl]-2-oxoethyl]benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6430>
1225,ZINC000001530769,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,N-[2-[(5-bromo-1-ethyl-2-hydroxyindol-3-yl)diazenyl]-2-oxoethyl]benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE64A0>
1226,ZINC000003813061,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,2-[(2-acetamidoacetyl)amino]pentanedioic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6510>
1227,ZINC000003830339,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,"2-(2,3-dimethylphenoxy)-N-[1-(4-methoxyphenyl)ethylideneamino]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6580>
1228,ZINC000003812984,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"3-[[2-[1-[2-(6-methoxy-3-oxo-1,2-dihydroinden-1-yl)acetyl]piperidin-4-yl]imidazol-1-yl]methyl]-1,3-benzothiazol-2-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE65F0>
1229,ZINC000003823492,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"2-phenyl-5-(4-propoxyphenyl)-3-[3-(trifluoromethyl)phenyl]-3a,6a-dihydro-3H-pyrrolo[3,4-d][1,2]oxazole-4,6-dione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6660>
1230,ZINC000000896595,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O,"N-(1-benzylpiperidin-4-yl)-2,6-difluorobenzamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE66D0>
1231,ZINC000000968264,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6740>
1232,ZINC000001639567,N[C@@H]1C[C@@H]1c1ccccc1,"3-[(2R,3R)-3-(1-benzofuran-2-carbonyl)-2-(2,5-dimethoxyphenyl)-4,5-dioxopyrrolidin-1-yl]propyl-dimethylazanium",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE67B0>
1233,ZINC000003798734,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,N-[(5-bromo-2-hydroxy-3-nitrophenyl)methylideneamino]benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6820>
1234,ZINC000003812863,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6890>
1235,ZINC000003812960,FC(F)O[C@@H](Cl)C(F)(F)F,"5-phenyl-1-[[4-(trifluoromethyl)phenyl]methyl]-3H-1,4-benzodiazepin-2-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6900>
1236,ZINC000001550766,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"2-(2,5-dichlorophenyl)sulfanylacetate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6970>
1237,ZINC000043763856,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,"2,4-difluoro-N-[(7-methoxy-1-benzofuran-2-yl)methyl]aniline",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE69E0>
1238,ZINC000003791297,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6A50>
1239,ZINC000003830813,CC(O)(P(=O)(O)O)P(=O)(O)O,methyl 2-[(5-chloro-2-methylphenyl)carbamoylamino]-4-methylpentanoate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6AC0>
1240,ZINC000000896709,COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6B30>
1241,ZINC000000896755,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,ethyl 2-(ethylsulfonylamino)benzoate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6BA0>
1242,ZINC000000896968,C[N+]1(C)CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,"(E)-3-(1,3-benzodioxol-5-yl)-N-(thiophen-2-ylmethyl)prop-2-enamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6C10>
1243,ZINC000000897222,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,"ethyl 2-[[(1S,2S,4R)-bicyclo[2.2.1]heptane-2-carbonyl]amino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6C80>
1244,ZINC000004095696,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,"N-(4-bromo-2-fluorophenyl)-5-(3,4-dihydro-1H-isoquinolin-2-ylsulfonyl)-2-fluorobenzamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6CF0>
1245,ZINC000000002191,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,"4-chloro-5,6-dihydroxyindole-1-sulfonic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6D60>
1246,ZINC000013129998,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6DD0>
1247,ZINC000169289767,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6E40>
1248,ZINC000169621228,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6EB0>
1249,ZINC000169621231,CO[C@H]1C[C@H]2CC[C@H](C)[C@](O)(O2)C(=O)C(=O)N2CCCC[C@@H]2C(=O)O[C@@H]([C@@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)/C=C/C=C/C=C/1C,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6F20>
1250,ZINC000169621200,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE6F90>
1251,ZINC000169621223,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5820>
1252,ZINC000169621230,CO[C@H]1C[C@H]2CC[C@H](C)[C@](O)(O2)C(=O)C(=O)N2CCCC[C@@H]2C(=O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)/C=C/C=C/C=C/1C,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE57B0>
1253,ZINC000169746649,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5740>
1254,ZINC000001535101,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,7-[(S)-(2-chlorophenyl)-(pyridin-2-ylamino)methyl]quinolin-8-ol,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE56D0>
1255,ZINC000000001681,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3-phenylprop-2-yn-1-amine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5660>
1256,ZINC000000000931,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,naphthalene,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE55F0>
1257,ZINC000000001758,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5580>
1258,ZINC000003938746,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5510>
1259,ZINC000003938684,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,N-cyclohexyl-2-methyl-5-(3-methylbutylsulfamoyl)benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE54A0>
1260,ZINC000000403079,COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,1-(2-methyl-1H-indol-3-yl)-N-(4-phenoxyphenyl)methanimine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5430>
1261,ZINC000000403566,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,"1-[4,4-dimethyl-2-(4-methylphenyl)-3-oxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaen-2-yl]piperidine",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE53C0>
1262,ZINC000000003911,C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,N-[1-[[1-[[1-[[1-[[1-[[1-[[5-(diaminomethylideneamino)-1-[2-(ethylcarbamoyl)pyrrolidin-1-yl]-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5350>
1263,ZINC000003797541,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,"8-chloro-4-(2,5-dimethylphenyl)-6,17-dioxa-4-azatetracyclo[8.7.0.02,7.011,15]heptadeca-1,7,9,11(15)-tetraen-16-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE52E0>
1264,ZINC000003807172,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,N-butan-2-yl-2-hydroxy-1-methyl-4-oxoquinoline-3-carboxamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5270>
1265,ZINC000003812888,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5200>
1266,ZINC000003786192,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@@](C)=O)cc1,"N-(cycloheptylideneamino)-[1,2,4]triazolo[4,3-b]pyridazin-6-amine",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5190>
1267,ZINC000003819138,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,"methyl 4-[11-(4-fluorophenyl)-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,15-hexaen-9-yl]benzoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5120>
1268,ZINC000003830579,C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE50B0>
1269,ZINC000001853550,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"tert-butyl (2R)-2-[6-[(3,4-dichlorophenyl)methylsulfanyl]-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-3-yl]pyrrolidine-1-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5040>
1270,ZINC000003651680,CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,"2-(3,4-dimethylphenoxy)-N-[3-(5-phenyl-1,3,4-oxadiazol-2-yl)phenyl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5F90>
1271,ZINC000003776970,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,"5-amino-6-nitroso-[1,3]thiazolo[3,2-a]pyrimidin-7-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5F20>
1272,ZINC000003781943,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5EB0>
1273,ZINC000003785268,OCc1cc([C@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5E40>
1274,ZINC000003830453,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5DD0>
1275,ZINC000003784182,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,"N-[4-[[4-[(4-acetamidophenyl)sulfonylamino]-3,5-dichlorophenyl]sulfamoyl]phenyl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5D60>
1276,ZINC000003816514,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"2-(benzotriazol-1-yl)-2-carbazol-9-yl-N,3-diphenylpropanamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5CF0>
1277,ZINC000003830449,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,"[3-oxo-2-[(2,4,5-trimethoxyphenyl)methylidene]-1-benzofuran-6-yl] 2-methoxybenzoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5C80>
1278,ZINC000003831139,NC(=O)C[S@](=O)C(c1ccccc1)c1ccccc1,"N-(3,4-dichlorophenyl)-3,5-dimethyl-1,2-oxazole-4-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5C10>
1279,ZINC000003831151,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,"1-[5-(1-hydroxyethyl)-4-[1-(4-methoxyphenyl)ethylideneamino]-1,2,4-triazol-3-yl]ethanol",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5BA0>
1280,ZINC000003831165,CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,"2-[1-[2-[2-(2-methoxyethoxy)ethoxy]acetyl]piperidin-4-yl]-N-(3-propoxypropyl)-1,3-thiazole-4-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5B30>
1281,ZINC000072267023,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,4-ethyl-3-(3-methoxypropoxy)-N-[[4-(naphthalen-2-ylmethylamino)pyrrolidin-3-yl]methyl]-N-propan-2-ylbenzamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5AC0>
1282,ZINC000003629271,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,"17'-[5-[2-chloro-5-(trifluoromethyl)phenyl]furan-2-carbonyl]-3-[(6,6-dimethyl-2-bicyclo[3.1.1]heptanyl)methyl]-13'-hydroxy-6',10'-dimethylspiro[1,3-oxazolidine-5,5'-tricyclo[13.2.2.02,6]nonadeca-1(17),9,15,18-tetraene]-2-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5A50>
1283,ZINC000003776875,FC(F)O[C@@H](F)C(F)(F)F,"N-[4-methylsulfanyl-1-oxo-1-[8-(3-phenylprop-2-ynoyl)-2,8-diazaspiro[4.5]decan-2-yl]butan-2-yl]formamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE59E0>
1284,ZINC000003781664,CCCN[C@H]1CCc2nc(N)sc2C1,"2-(2,6-dimethylmorpholin-4-yl)-5-[[3-(3-methyl-4-propoxyphenyl)-1-phenylpyrazol-4-yl]methylidene]-1,3-thiazol-4-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5970>
1285,ZINC000003798247,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,"3-methyl-5-oxo-5-(1,3-thiazol-2-ylamino)pentanoic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5900>
1286,ZINC000003801163,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,"2-[4,5-dihydroxy-3-(thiophen-2-ylsulfonylamino)cyclohexene-1-carbonyl]-3,4-dihydro-1H-isoquinoline-3-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECE5890>
